400.1569,0.1100895
400.639,0.1111672
401.1211,0.1113297
401.6032,0.1112047
402.0854,0.1112697
402.5675,0.1117502
403.0496,0.1126564
403.5317,0.1138758
404.0138,0.1152875
404.4959,0.116838
404.9781,0.1185405
405.4602,0.1204098
405.9423,0.1223725
406.4244,0.1242149
406.9065,0.1256512
407.3886,0.1264258
407.8708,0.1264394
408.3529,0.1257995
408.835,0.1247597
409.3171,0.1235967
409.7992,0.1224734
410.2813,0.1214002
410.7635,0.1202644
411.2456,0.1189435
411.7277,0.1174063
412.2098,0.1157692
412.6919,0.11423
413.174,0.1129772
413.6562,0.1120651
414.1383,0.1113755
414.6204,0.1106545
415.1025,0.1096407
415.5846,0.1081988
416.0667,0.1063871
416.5489,0.104478
417.031,0.1028888
417.5131,0.1021262
417.9952,0.1025544
418.4773,0.1041306
418.9594,0.1062286
419.4416,0.108004
419.9237,0.1089757
420.4058,0.1092383
420.8879,0.1092136
421.37,0.1093235
421.8521,0.1098415
422.3343,0.1108468
422.8164,0.1122674
423.2985,0.1139385
423.7806,0.1156884
424.2627,0.1173785
424.7448,0.1189151
425.227,0.12023
425.7091,0.1212398
426.1912,0.1218563
426.6733,0.1220379
427.1554,0.1218356
427.6375,0.1214185
428.1197,0.1210211
428.6018,0.120888
429.0839,0.1211721
429.566,0.1218838
430.0481,0.1228889
430.5302,0.123967
431.0124,0.1249244
431.4945,0.125656
431.9766,0.1261823
432.4587,0.1265965
432.9408,0.1269885
433.4229,0.1273744
433.9051,0.1276894
434.3872,0.1278163
434.8693,0.1276634
435.3514,0.1272191
435.8335,0.1265629
436.3156,0.1258177
436.7978,0.1250834
437.2799,0.12439
437.762,0.1237015
438.2441,0.1229732
438.7262,0.1222217
439.2083,0.1215523
439.6905,0.1211579
440.1726,0.1212581
440.6547,0.1220058
441.1368,0.1234263
441.6189,0.1253661
442.101,0.1275425
442.5832,0.1296149
443.0653,0.1313218
443.5474,0.1325572
444.0295,0.1333512
444.5116,0.1338068
444.9937,0.1340265
445.4759,0.1340976
445.958,0.1340946
446.4401,0.1341042
446.9222,0.1342458
447.4043,0.1346361
447.8864,0.1353442
448.3686,0.1363573
448.8507,0.1375778
449.3328,0.1388724
449.8149,0.1401294
450.297,0.1413201
450.7791,0.142496
451.2613,0.1437429
451.7434,0.1450901
452.2255,0.1464384
452.7076,0.1475414
453.1897,0.1481098
453.6718,0.1479319
454.154,0.1469998
454.6361,0.145521
455.1182,0.143866
455.6003,0.1424667
456.0824,0.1416652
456.5645,0.1416438
457.0467,0.1423213
457.5288,0.1433856
458.0109,0.1444066
458.493,0.1450703
458.9751,0.1453134
459.4572,0.1452739
459.9394,0.1451667
460.4215,0.1451476
460.9036,0.1452789
461.3857,0.1455237
461.8678,0.1457942
462.3499,0.1459913
462.8321,0.1460472
463.3142,0.1459304
463.7963,0.1456328
464.2784,0.1451646
464.7606,0.144557
465.2427,0.1438889
465.7248,0.1432902
466.2069,0.1429282
466.689,0.1429634
467.1711,0.1434637
467.6533,0.1443616
468.1354,0.1454486
468.6175,0.1464708
469.0996,0.147222
469.5817,0.1476406
470.0638,0.1478302
470.546,0.148011
471.0281,0.1484173
471.5102,0.1491664
471.9923,0.1501854
472.4744,0.1512072
472.9565,0.1519137
473.4387,0.1520767
473.9208,0.1516881
474.4029,0.1509245
474.885,0.1500471
475.3671,0.1492728
475.8492,0.1486985
476.3314,0.1483032
476.8135,0.1479828
477.2956,0.1476259
477.7777,0.147165
478.2598,0.1466083
478.7419,0.1460112
479.2241,0.1454301
479.7062,0.1448824
480.1883,0.1443422
480.6704,0.1437666
481.1525,0.1431422
481.6346,0.1425116
482.1168,0.1419726
482.5989,0.1416312
483.081,0.1415593
483.5631,0.1417489
484.0452,0.1421156
484.5273,0.1425323
485.0095,0.1428874
485.4916,0.1431359
485.9737,0.1432987
486.4558,0.1434281
486.9379,0.1435599
487.42,0.1436835
487.9022,0.1437435
488.3843,0.1436796
488.8664,0.1434643
489.3485,0.1431349
489.8306,0.1427828
490.3127,0.1425256
490.7949,0.1424488
491.277,0.1425736
491.7591,0.1428519
492.2412,0.1431976
492.7233,0.1435387
493.2054,0.1438502
493.6876,0.1441592
494.1697,0.1445133
494.6518,0.1449375
495.1339,0.1454026
495.616,0.1458251
496.0981,0.1460883
496.5803,0.1460955
497.0624,0.1457995
497.5445,0.145218
498.0266,0.1444147
498.5087,0.1434748
498.9908,0.1424844
499.473,0.1415143
499.9551,0.1406401
500.4372,0.139948
500.9193,0.1395213
501.4014,0.1394188
501.8835,0.139629
502.3657,0.1400549
502.8478,0.1405259
503.3299,0.1408632
503.812,0.1409591
504.2941,0.1408077
504.7762,0.1405036
505.2584,0.1401832
505.7405,0.1399738
506.2226,0.1399236
506.7047,0.1399845
507.1868,0.1400325
507.6689,0.1399396
508.1511,0.1396444
508.6332,0.1391887
509.1153,0.1386989
509.5974,0.1383253
510.0795,0.1381887
510.5616,0.1383231
511.0438,0.1386773
511.5259,0.1391422
512.008,0.139611
512.4901,0.1400176
512.9722,0.1403546
513.4543,0.1406532
513.9365,0.1409488
514.4186,0.1412515
514.9007,0.1415392
515.3828,0.1417719
515.8649,0.1419227
516.347,0.1419963
516.8292,0.1420327
517.3113,0.1420816
517.7934,0.1421696
518.2755,0.1422841
518.7576,0.1423781
519.2397,0.1424037
519.7219,0.1423356
520.204,0.1421874
520.6861,0.1419935
521.1682,0.1417851
521.6503,0.1415646
522.1324,0.1413054
522.6146,0.1409694
523.0967,0.1405425
523.5788,0.1400564
524.0609,0.1395956
524.543,0.139265
525.0251,0.1391409
525.5073,0.1392265
525.9894,0.1394349
526.4715,0.1396208
526.9536,0.1396438
527.4357,0.1394443
527.9178,0.1390603
528.4,0.1386071
528.8821,0.1382113
529.3642,0.1379638
529.8463,0.1378839
530.3284,0.1379255
530.8105,0.1380065
531.2927,0.1380572
531.7748,0.1380571
532.2569,0.1380365
532.739,0.138053
533.2211,0.1381497
533.7032,0.138331
534.1854,0.1385576
534.6675,0.1387733
535.1496,0.1389327
535.6317,0.1390302
536.1138,0.1390956
536.5959,0.1391747
537.0781,0.1392955
537.5602,0.1394514
538.0423,0.1396041
538.5244,0.1397106
539.0065,0.1397515
539.4886,0.1397445
539.9708,0.1397349
540.4529,0.1397663
540.935,0.1398519
541.4171,0.1399602
541.8992,0.1400279
542.3813,0.1399916
542.8635,0.1398263
543.3456,0.139561
543.8277,0.1392686
544.3098,0.1390264
544.7919,0.1388833
545.274,0.138833
545.7562,0.1388246
546.2383,0.1387891
546.7204,0.1386829
547.2025,0.1385132
547.6846,0.1383344
548.1667,0.1382154
548.6489,0.1382006
549.131,0.1382877
549.6131,0.1384262
550.0952,0.1385497
550.5773,0.1386057
551.0594,0.1385855
551.5416,0.1385234
552.0237,0.1384758
552.5058,0.1384868
552.9879,0.1385672
553.47,0.1386943
553.9521,0.1388304
554.4343,0.13895
554.9164,0.1390568
555.3985,0.1391805
555.8806,0.1393574
556.3627,0.1396053
556.8448,0.1399074
557.327,0.1402195
557.8091,0.1404899
558.2912,0.1406895
558.7733,0.1408269
559.2554,0.1409414
559.7375,0.1410778
560.2197,0.1412626
560.7018,0.1414845
561.1839,0.1417041
561.666,0.141871
562.1481,0.1419533
562.6302,0.1419522
563.1124,0.1418978
563.5945,0.1418281
564.0766,0.1417629
564.5587,0.1416961
565.0408,0.1416004
565.5229,0.1414509
566.0051,0.1412457
566.4872,0.1410154
566.9693,0.1408091
567.4514,0.1406733
567.9335,0.1406214
568.4156,0.1406254
568.8978,0.1406278
569.3799,0.1405716
569.862,0.1404285
570.3441,0.140211
570.8262,0.1399603
571.3083,0.1397208
571.7905,0.1395161
572.2726,0.1393389
572.7547,0.139164
573.2368,0.1389731
573.7189,0.1387768
574.201,0.1386183
574.6832,0.1385566
575.1653,0.1386276
575.6474,0.1388174
576.1295,0.1390512
576.6116,0.139228
577.0938,0.1392576
